open,high,low,close,volume,date,timestamp
1734604620,0.0322058149367,0.0322740133123984,0.0321929780393563,0.032220975115407,36122.69359246836,0
1734604560,0.0322407604161609,0.0322659623268216,0.0321998538753296,0.0322058149367,22615.52696109233,0
1734604500,0.0322103037319603,0.0322882672606858,0.0322083964306858,0.0322407604161609,32414.74900365408,0
1734604440,0.0321512356618901,0.0322443329079713,0.0321213843121209,0.0322103037319603,37884.82375544697,0
1734604380,0.0319807227114735,0.0321512356618901,0.0319807227114735,0.0321512356618901,70552.82518118864,0
1734604320,0.0318220412675481,0.0320289611145074,0.0318174734934,0.0319807227114735,73231.46508159206,0
1734604260,0.0318504897226168,0.0318966069726113,0.031819333503642,0.0318220412675481,50481.49271121105,0
1734604200,0.0319398043349771,0.0319398043349771,0.0318497867982743,0.0318504897226168,28947.94301323725,0
1734604140,0.0319633841448565,0.0319904487814869,0.0319394845032374,0.0319398043349771,6718.01393265535,0
1734604080,0.0319296410916418,0.0319882491553817,0.0318999522279198,0.0319633841448565,43927.84792371667,0
1734604020,0.0319968575387782,0.0319968575387782,0.0318719814653273,0.0319296410916418,45911.29712310306,0
1734603960,0.0320512707319626,0.0320512707319626,0.0319628571428571,0.0319968575387782,26739.22929676792,0
1734603900,0.0321048734354407,0.0321660636855652,0.0320489897168835,0.0320512707319626,66566.7572838791,0
1734603840,0.0320426168574846,0.0321731814858135,0.0320426168574846,0.0321048734354407,88368.67184801475,0
1734603780,0.0320697230720881,0.0320752430895712,0.0320297321857834,0.0320426168574846,10961.29300843054,0
1734603720,0.0320047454990938,0.0320893858853439,0.0319134938830419,0.0320697230720881,117526.93125172437,0
1734603660,0.0318683221395,0.0320277951253893,0.0318010417529639,0.0320047454990938,93230.95178255165,0
1734603600,0.0319285649123021,0.0319705672431211,0.0317791366049421,0.0318683221395,83784.10440968155,0
1734603540,0.0319336918283893,0.0319691412910154,0.0318761414722546,0.0319285649123021,48559.42809408278,0
1734603480,0.031612500333035,0.0319336918283893,0.0315807109035128,0.0319336918283893,124695.1195703531,0
1734603420,0.0315425922092882,0.0316380971317443,0.0315250807470559,0.031612500333035,48465.8013143295,0
1734603360,0.0316629836593052,0.0316675526599256,0.0315425922092882,0.0315425922092882,34215.51820325699,0
1734603300,0.0316641530118089,0.0317030042726318,0.0316095422153676,0.0316629836593052,44556.23631628615,0
1734603240,0.0316021429280477,0.0316641530118089,0.0315774141112706,0.0316641530118089,30875.46330870148,0
1734603180,0.0315592873798125,0.0316100234750188,0.0315583881370798,0.0316021429280477,12897.91590768362,0
1734603120,0.0315866757517387,0.0316003143252344,0.0315472355828881,0.0315592873798125,19228.48268927128,0
1734603060,0.0316261141092664,0.0316577724853788,0.031554615506487,0.0315866757517387,20744.1652857987,0
1734603000,0.0316795001709834,0.0316944353672371,0.0315830359143555,0.0316261141092664,104900.61071914426,0
1734602940,0.0316782796367708,0.0316936256045796,0.03163803751875,0.0316795001709834,17027.85225559928,0
1734602880,0.0316513953576386,0.0316915798539226,0.0316368809960568,0.0316782796367708,18228.83255300013,0
1734602820,0.0316650888235442,0.0317156586075958,0.0316354811480325,0.0316513953576386,47410.13875756777,0
1734602760,0.0316786518980921,0.0317118563107535,0.0316312320773931,0.0316650888235442,71766.19814926304,0
1734602700,0.031697562872295,0.0317943384802758,0.0316783623058455,0.0316786518980921,73972.11690337078,0
1734602640,0.0316743712607334,0.0317673920066684,0.0316743712607334,0.031697562872295,57899.47374077783,0
1734602580,0.0316240567951786,0.0317061138977363,0.0315745422882374,0.0316743712607334,139996.42668813304,0
1734602520,0.0317546724412253,0.0317569422564113,0.0316196180243822,0.0316240567951786,130247.0133884826,0
1734602460,0.031863236538263,0.031863236538263,0.0317201733604765,0.0317546724412253,89605.77366477122,0
1734602400,0.0319165585260148,0.0319945737707653,0.031833023138756,0.031863236538263,76094.62956157258,0
1734602340,0.0321060756595351,0.0321060756595351,0.0319165585260148,0.0319165585260148,85425.93615744742,0
1734602280,0.0321124779819279,0.0321425899025007,0.032055811048094,0.0321060756595351,53001.72774751169,0
1734602220,0.0320125920330667,0.0321463370984388,0.0320117942336,0.0321124779819279,44743.10196524023,0
1734602160,0.0320163919042978,0.0320469251866376,0.0319790558197572,0.0320125920330667,21820.62387343892,0
1734602100,0.0321019856217832,0.0321019856217832,0.0319672273553887,0.0320163919042978,105725.73168093235,0
1734602040,0.0321558953351784,0.0321889567561341,0.032069884260981,0.0321019856217832,33855.27363831141,0
