,Token ID,Token Name,Symbol,Listed Date,1st Day Price,2nd Day Price,Price Change 1 Day (%),31st Day Price,Price Change 30 Days (%),1st Day Volume,2nd Day Volume,31st Day Volume,Volume Change 1 Day (%),Volume Change 30 Days (%),binance-launchpad_cat,binance-launchpool_cat
48,unifi-protocol-dao,Unifi Protocol DAO,unfi,2020-11-19,3.983114735895475,3.983114735895475,0.0,9.940835839895929,149.57442853227408,70001540.68096115,70001540.68096115,26802430.937964108,0.0,-61.71165566181065,0,1
49,nfprompt-token,NFPrompt,nfp,2023-12-27,1.136429863731892,1.136429863731892,0.0,0.4918960459024252,-56.71567057494418,416402896.7148205,416402896.7148205,18841028.54834648,0.0,-95.4752887895374,0,1
50,hashflow,Hashflow,hft,2022-11-07,1.0234946883273164,1.0234946883273164,0.0,0.4845076465123024,-52.66144006041431,588081879.8181772,588081879.8181772,19865899.53641483,0.0,-96.62191605996142,0,1
51,aevo-exchange,Aevo,aevo,2024-03-13,3.22264744251245,3.22264744251245,0.0,2.4409637055544926,-24.25594952293444,807773453.9475273,807773453.9475273,91028309.96741498,0.0,-88.73096045400271,0,1
52,automata,Automata,ata,2021-06-07,1.4977998086460398,1.4977998086460398,0.0,0.4526546540103704,-69.7786946294542,916850618.062446,916850618.062446,7055314.794834102,0.0,-99.23048371721188,0,1
53,alpha-finance,Stella,alpha,2020-10-10,0.0516520170742041,0.0516520170742041,0.0,0.0491208244857631,-4.90047191149311,49250988.45425818,49250988.45425818,10118598.038583962,0.0,-79.45503561216523,0,1
54,sui,Sui,sui,2023-05-03,1.4005671793178134,1.4005671793178134,0.0,0.9460909620025356,-32.44944077131977,1203334906.8525977,1203334906.8525977,64604991.81030515,0.0,-94.63117113594886,0,1
55,as-roma-fan-token,AS Roma Fan Token,asr,2020-06-22,4.217052198768711,4.217052198768711,0.0,3.1570082893359377,-25.137082954350987,264539.90148095996,264539.90148095996,218041.93451127587,0.0,-17.57692004471799,0,1
56,alien-worlds,Alien Worlds,tlm,2021-04-14,0.727093167024484,0.5686745204083797,-21.787943251400364,0.3627710613638977,-50.10666062940985,918323264.4270046,652558983.5095556,93696018.07681017,-28.94016641114661,-89.79705494717348,0,1
57,bella-protocol,Bella Protocol,bel,2020-09-15,6.3620744984269555,6.3620744984269555,0.0,1.0217489436716198,-83.9400034701849,232704320.9062158,232704320.9062158,2889979.4186729826,0.0,-98.75808948995078,0,1
58,xion-2,XION,xion,2024-12-05,7.940276785835389,6.202157683425733,-21.889905721048375,5.068242389712259,-36.17045694485783,1421882.814625781,4258807.854851601,108797026.52188976,199.51890627305016,7551.61695484192,0,1
59,paris-saint-germain-fan-token,Paris Saint-Germain Fan Token,psg,2020-06-13,5.468367634301183,5.468367634301183,0.0,4.7417490696898525,-13.287668518361915,400300.9159337495,400300.9159337495,174154.9598315689,0.0,-56.493989171787995,0,1
60,neutron-3,Neutron,ntrn,2023-07-05,0.440336637444653,0.440336637444653,0.0,0.3631898702747664,-17.51995192078093,384869.3379549589,384869.3379549589,74577.8579591982,0.0,-80.622551446817,0,1
61,ether-fi,Ether.fi,ethfi,2024-03-18,3.143911273353577,3.143911273353577,0.0,3.819812934850304,21.49875116468378,368846539.2439854,368846539.2439854,165005216.40187111,0.0,-55.26453447548193,0,1
62,scroll,Scroll,scr,2024-10-22,1.332112872060973,1.3134804253616528,-1.3987138094757046,1.0357733560010247,-22.245826331628173,404792.6282452346,2353810.7248679125,345069868.5152188,481.4855707900661,85146.0851402081,0,1
63,btc-standard-hashrate-token,BTC Standard Hashrate Token,btcst,2021-03-18,52.597277858921736,57.42734279346217,9.183108197150048,77.03762231142562,46.46693792416148,4226245.203723669,17469692.581027318,65378006.401497446,313.3620208698512,1446.952513401117,0,1
64,santos-fc-fan-token,Santos FC Fan Token,santos,2021-12-01,10.664317692911895,10.664317692911895,0.0,3.5828324446955024,-66.40354734483526,300185719.4183799,300185719.4183799,829412.1015640829,0.0,-99.72370034684825,0,1
65,project-galaxy,Galxe,gal,2022-05-05,17.05740245565055,17.05740245565055,0.0,4.331603427560199,-74.60572652358752,944125166.4398208,944125166.4398208,45674957.649562426,0.0,-95.16219254891838,0,1
66,mines-of-dalarnia,Mines of Dalarnia,dar,2021-11-04,3.321880299113976,3.321880299113976,0.0,2.8481653663901256,-14.260445593123904,1304655895.5162702,1304655895.5162702,110683596.06397378,0.0,-91.51626138015688,0,1
67,benqi,BENQI,qi,2021-08-19,0.0637152295887275,0.0637152295887275,0.0,0.2072753701869961,225.3152684608191,11921168.053717997,11921168.053717997,19790788.190103568,0.0,66.01383439042436,0,1
68,xai-blockchain,Xai,xai,2024-01-09,0.6057180374847909,0.6057180374847909,0.0,0.8735579532319624,44.21858012671394,297709738.67140037,297709738.67140037,47715981.44855016,0.0,-83.97231422072589,0,1
69,io,io.net,io,2024-06-11,4.169179338089456,4.169179338089456,0.0,2.398109953839196,-42.48004800536741,943998709.2543248,943998709.2543248,152323569.74808395,0.0,-83.86400656538969,0,1
70,manta-network,Manta Network,manta,2024-01-18,2.1581555941137074,2.1581555941137074,0.0,2.977262477232447,37.95402358165576,46198167.70975757,46198167.70975757,178983146.45703977,0.0,287.4247731674357,0,1
71,notcoin,Notcoin,not,2024-05-16,0.00748639464426,0.00748639464426,0.0,0.019756040213449,163.89258317548635,951849879.8880186,951849879.8880186,1470839595.2812076,0.0,54.524324303559936,0,1
72,altlayer,AltLayer,alt,2024-01-26,0.3225318861624857,0.3606458794487854,11.81712411128819,0.5092448788638434,57.8897779450231,603079833.3396472,304529185.75906837,119966010.73164876,-49.50433277254667,-80.1077727856827,0,1
73,maverick-protocol,Maverick Protocol,mav,2023-06-28,0.5190653633135642,0.5190653633135642,0.0,0.3066550673895136,-40.92168557888053,150830569.98846138,150830569.98846138,6922250.9826772325,0.0,-95.41057825134072,0,1
74,kava-lend,Kava Lend,hard,2020-11-06,0.844444152469503,0.844444152469503,0.0,0.7408979284906366,-12.262057079328992,19663226.464189205,19663226.464189205,13616498.104910016,0.0,-30.751455618392686,0,1
75,certik,Shentu,ctk,2020-10-27,1.3655354315207775,1.3655354315207775,0.0,1.1265306542143176,-17.50264195197657,41567464.91758845,41567464.91758845,4311448.373320521,0.0,-89.62782940487618,0,1
76,ethena,Ethena,ena,2024-04-02,0.7872579260548075,0.7872579260548075,0.0,0.7995770922810531,1.5648195868894987,1941471419.2454216,1941471419.2454216,611244904.2363563,0.0,-68.51640986433245,0,1
77,og-fan-token,OG Fan Token,og,2020-06-22,3.045893138456351,3.045893138456351,0.0,2.927591869669208,-3.8839599227403543,248523.55884606903,248523.55884606903,186730.59222311107,0.0,-24.864027744440676,0,1
78,endurance,Fusionist,ace,2023-12-18,13.83041048752574,13.83041048752574,0.0,9.47320262618469,-31.50454475137241,763082110.3056469,763082110.3056469,50033122.481743544,0.0,-93.44328456845842,0,1
79,omni-network,Omni Network,omni,2024-04-17,27.061331092310063,27.061331092310063,0.0,14.252420082053735,-47.332893443280035,596234885.5971364,596234885.5971364,56285199.51807875,0.0,-90.55989495453484,0,1
80,reef,Reef,reef,2020-12-29,0.0237336635859654,0.0237336635859654,0.0,0.018289948777751,-22.936681429298932,293355440.86368424,293355440.86368424,45013435.63065138,0.0,-84.65566703036944,0,1
81,my-neighbor-alice,My Neighbor Alice,alice,2021-03-15,20.913967088278223,20.913967088278223,0.0,12.772671650749343,-38.927552114643426,2345537171.7728305,2345537171.7728305,61787764.561847,0.0,-97.36573074579988,0,1
82,flamingo-finance,Flamingo Finance,flm,2020-09-28,0.9472061262655476,0.9472061262655476,0.0,0.1929399694417858,-79.63062483532804,93598781.95494483,93598781.95494483,6993309.080105116,0.0,-92.52841871011586,0,1
83,saga-2,Saga,saga,2024-04-09,6.522605364608942,6.522605364608942,0.0,2.8297374836701414,-56.616454231248795,3003790081.2290154,3003790081.2290154,92964236.95085098,0.0,-96.90510207315106,0,1
84,juventus-fan-token,Juventus Fan Token,juv,2020-04-17,2.606973074336719,2.509503503261536,-3.73880236948676,4.89845816150208,87.89830281420814,363660.6475149074,174085.61315314454,143759.95012376303,-52.12965319652621,-60.46865364560241,0,1
85,venus,Venus,xvs,2020-10-06,3.4622277243569464,3.4622277243569464,0.0,2.1632803193122108,-37.517676723185346,108071755.31830868,108071755.31830868,1423596.6071979748,0.0,-98.68273018884076,0,1
86,manchester-city-fan-token,Manchester City Fan Token,city,2021-05-25,22.966325419250097,22.966325419250097,0.0,11.282926635942564,-50.87186813748903,20181268.034633897,20181268.034633897,466977.7676083908,0.0,-97.68608312021333,0,1
87,memecoin-2,Memecoin,meme,2023-11-03,0.02651745070218,0.02651745070218,0.0,0.0314856027985083,18.73540617507332,728355275.6914449,728355275.6914449,214345652.52384177,0.0,-70.5712775512804,0,1
88,beam-2,Beam,beam,2023-10-26,0.0047953499074576,0.0047953499074576,0.0,0.008436227660081,75.92517382227324,4310534.857786878,4310534.857786878,12840299.087441891,0.0,197.881806111513,0,1
89,radiant-capital,Radiant Capital,rdnt,2022-07-26,0.1604301203694657,0.1604301203694657,0.0,0.123149086160914,-23.238176299247716,6975901.346021815,6975901.346021815,253814.40605004795,0.0,-96.36155396327683,0,1
