timestamp,open,high,low,close,volume
2024-12-13,0.40384,0.4122,0.4008,0.40924,65603.0
2024-12-14,0.40924,0.41428,0.38779,0.39834,86885.0
2024-12-15,0.39834,0.41124,0.39272,0.40663,53582.0
2024-12-16,0.40663,0.41509,0.39265,0.40227,80567.0
2024-12-17,0.40227,0.41033,0.39127,0.3943,182202.0
2024-12-18,0.3943,0.39637,0.37848,0.38749,48603.0
