date,price,market_cap,volume,id,symbol,name
2024-11-19 00:00:00,0.37208163101521935,763891544.5645989,10605979.79779925,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-20 00:00:00,0.39146229417640716,808102345.6298628,16949505.390420552,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-21 00:00:00,0.3806823773360962,785727335.1947607,10174788.5184386,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-22 00:00:00,0.38671110600546765,799040174.6623037,7279974.438149112,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-23 00:00:00,0.41235186134227875,849673227.1318458,19372425.216932487,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-24 00:00:00,0.43119294412470166,890014586.0310968,34871686.270699576,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-25 00:00:00,0.4313236404252445,890325346.8478941,15563938.841569733,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-26 00:00:00,0.3944950386766725,814289970.5574924,12320436.359171247,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-27 00:00:00,0.38381558642403,792272477.6104281,11663766.064839529,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-28 00:00:00,0.4015026556060301,829927300.2874862,8650147.346252432,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-29 00:00:00,0.40200449739509797,829546782.4312886,8608701.719093267,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-11-30 00:00:00,0.42728362558039723,882050032.9773676,9535742.33120801,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-01 00:00:00,0.42242411889207937,870763546.2008197,9766489.553568622,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-02 00:00:00,0.4417421168444351,911188522.7731838,11461945.480047937,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-03 00:00:00,0.4237700844707548,874597410.3393153,19155555.372258317,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-04 00:00:00,0.40746116285446093,841261309.7405043,15000750.370756509,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-05 00:00:00,0.42528826708465883,878069520.7769322,17685804.465885717,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-06 00:00:00,0.42778978450446625,882602289.1479745,24369764.723504946,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-07 00:00:00,0.4356208578443418,897570920.3491297,7254097.677693793,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-08 00:00:00,0.4563481538751149,941812331.2108831,12077687.02210343,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-09 00:00:00,0.46636713109164657,967775603.7954047,10950153.976947317,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-10 00:00:00,0.4151424121257,855805534.4441885,11461862.272463579,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-11 00:00:00,0.3932584656284845,811607050.3999443,14039738.22736503,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-12 00:00:00,0.4150292019498951,856376625.9677994,8842859.666914107,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-13 00:00:00,0.40597427806761227,837912993.0251244,7114315.730247814,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-14 00:00:00,0.4085569276693748,842078312.0954094,3882628.200058511,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-15 00:00:00,0.3976215888409653,821607769.8810263,3535210.3620135565,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-16 00:00:00,0.40697760212915074,841353505.9591557,4367123.627576325,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-17 00:00:00,0.40136785549737997,829652584.2882795,6235194.561808637,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-18 00:00:00,0.39496030367823826,815256176.8964202,4029492.050110186,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
2024-12-18 09:50:48,0.3877045880612216,798964762.1010582,4301881.500335429,binance-peg-dogecoin,doge,Binance-Peg Dogecoin
